"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year"
"v0305255WIS","895.014",10,425.552,0,410.054,335.42,"","1984-08-19",39.454158,-121.605021,232,1984
"HLSD000495","1028.008",10,663.42,0,0,193.355,"Hillsdale Co, Michigan, Field off Spring St., City of Hillsdale","1985-08-08",41.924074,-84.647671,220,1985
"HCHM07014","1006.008",10,1002.145,0,0,0,"Ottawa Co., Michigan, behind Municipal Stadium along drainage ditch","1985-10-23",42.796883,-86.090912,296,1985
"KHD00010904","1113.016",10,666.626,0,1209.195,878.628,"Jefferson Co., Colorado, Colorado Rt 58 between Golden and I70","1985-07-28",39.771971,-105.186822,209,1985
"MUHW034951","1380.036",10,1770.746,0,530.962,0,"Mouth of Indian Guyan Creek and upriver 100yds. Mile 305.7-305.9, Lawrence, Ohio","1985-08-08",38.442205,-82.403228,220,1985
"MU-V-000195895","1164.496",10,1325.407,0,964.53,991.769,"Logan Co., Ohio, N side of US Rt 33 at El limits of Lakeview, Stokes Twp.,","1985-07-02",40.498448,-83.927785,183,1985
"MU-V-000132194","1160.834",10,2854.77,0,0,0,"Siskiyou Co., California, Tulelake Wildlife Refuge","1985-08-07",41.918805,-121.559591,219,1985
"MU-V-000195929","1164.557",10,789.261,0,326.753,185.526,"Campbell Co., Kentucky, shore of Ohio River, E of St. Rt. 8 between St. Rt. 445 and Winters Lane, S of Brent","1985-07-30",39.052364,-84.43141,211,1985
"MU-V-000195945","1162.688",10,3760.066,0,473.287,160.605,"Scioto Co., bank of Ohio River 300ft NE of mouth of Nace Run, SE of Friendship, Nile Twp.","1985-09-02",38.677235,-83.111551,245,1985
"MU-V-000195946","1166.619",10,763.428,0,386.804,418.512,"Clermont Co., Ohio, W side of US Rt.52 directly N. of New Richmond exit, Ohio Twp","1985-07-30",38.964228,-84.287103,211,1985
"MU-V-000195947","1164.687",10,0,0,600.758,469.639,"Hamilton Co., Ohio, shore of Ohio River at E end of Leblond Park, Eastern Ave, city of Cincinnati","1985-07-30",39.123235,-84.467536,211,1985
"BHO-V-0001939","1214.026",10,1265.096,0,374.697,349.305,"2mi E of Bretheirsville, Quebec, Canada","1985-08-01",46.079992,-73.130868,213,1985
"v004719WIS","1174.043",10,1127.548,0,905.439,988.336,"Lincoln Co, Wisconsin, ditch along Wisconsin River, Route 107, T33N R6E sec. 30, to Rock Falls, T.28N; R7E; Sect.13","1985-08-01",45.311757,-89.781613,213,1985
"v0047822WIS","1176.096",10,2937.722,0,0,1079.79,"Wisconsin, Marathon Co., along Big Rib River (T.28N, R.7E, Sect 13)","1985-08-01",44.95231,-89.867542,213,1985
"v0057047WIS","1176.061",10,1787.637,0,1705.162,0,"Taylor Co., Wisconsin, 10mi S of Perkinstown, T30N R2W Sec23 and NE1/4 Sec26, see map","1985-08-29",45.06241,-90.582321,241,1985
"v0047789WIS","1182.042",10,576.487,0,1016.476,591.394,"Jefferson Co., Wisconsin, Jefferson town, south side of Hwy 18 T6N R15E Sec 3","1985-07-06",43.011797,-88.698629,187,1985
"OSU_169251","1233",10,713.076,0,916.698,272,"Lane County, High Pass Road 5.2 mi. W of junction with Territorial Hwy, 5 airline miles nw of Cheshire","1985-07-26",44.217827,-123.37912,207,1985
"WSU_351195","934.105",10,1939.204,0,978.875,431.034,"Lake County, High Pass Rd 5.2m W of junction with Territorial Hwy","1985-07-26",44.216447,-123.337624,207,1985
"77302","1192.002",10,672.416,0,1812.808,437.283,"49.6499166666667 -99.2988611111111","1985-07-28",49.6499,-99.2989,209,1985
"MT00007136","1230.002",10,640.008,0,1494.737,516.844,"46.196310 -74.644152","1985-08-04",46.19631,-74.644152,216,1985
"MT00007137","1230",10,1869.132,0,803.386,1142.486,"46.804368 -71.374538","1985-09-01",46.804368,-71.374538,244,1985
"931092731","433.35",5,1164.82,0,488.87,61.77,NA,NA,44,-78.01,240,1985
"941132","628.013",5,337.615,0,717.338,209.914,NA,NA,48.310204,-116.513526,200,1985
"941143","628.003",5,0,0,1990.887,1013.576,NA,NA,48.310204,-116.513526,200,1985
"NHA-706828","1611",10,3996.814,0,850.385,343.905,"New Hampshire: Rockingham County: Powwow Pond","1985-09-19",42.91557,-71.06654,262,1985
"NHA-706838","1611.011",10,2865.198,0,2294.956,0,"New Hampshire: Grafton: Gile Tract","1985-08-28",43.71556,-72.19101,240,1985
"WGCH-00000624","1240.299",10,0,0,1552.394,268.387,"Conn: Wilton","1985-07-25",41.20694,-73.43989,206,1985
"TENN-V-0155041","1324.287",10,2224.278,0,1496.982,500.064,"Tenn: Unicoi: Spivey Creek , Hwy 19W","1985-07-28",36.04741,-82.475306,209,1985
"UWSP107999_lg","1",1,0,0,1518.239,788.231,"Wisconsin: Oneida: Minocqua Lake","1985-08-08",45.894697,-89.68417667,220,1985
"UARK049185","1326.002",10,759.314,0,562.896,240.832,"Craighead Co., Arkansas, west side of wy 49, 1.5mi S of Gibson","1985-06-27",35.776356,-90.820821,178,1985
"ILLS00071278","1164.062",10,3110.799,0,1068.102,569.476,"Scott Co., Illinois, 3mi N of Bluffs ","1986-09-14",39.79131,-90.52718,257,1986
"ILLS00071279","1166.027",10,2281.184,0,707.234,843.921,"2mi of Bluffs, along IL 100, Scott County, Illinois","1986-07-17",39.781692,-90.552671,198,1986
"MU-V-000195901","1164.557",10,1144.255,0,365.437,314.229,"Onondoga Co., along I90E just east of I481 at mile 276 Marker near Syracuse","1986-08-05",43.093095,-76.072563,217,1986
"MU-V-000195948","1164.62",10,3205.009,0,0,0,"Williams Co., Ohio, NW., jct of Co. Rts S and 12, NW. of Pioneer,","1986-09-09",41.694069,-84.593892,252,1986
"0036861MOR","1220",10,827.384,0,903.761,1009.177,"Wisconsin, Walworth, Along a berm (former road) at the northeast tip of Lake Como near Lake Geneva.","1986-07-16",42.608514,-88.458133,197,1986
"BHO-V-0001922","1214.015",10,2186.296,0,0,0,"Washington Co., Ohio, mudflat in Ohio River just north of Athens-Washington Co. line, Belpre Twp","1986-10-20",39.275339,-81.598991,293,1986
"MICH-V-1355561","1168.084",10,0,0,906.615,519.643,"Benzie Co., Michigan, Sleeping Bear Dunes National Lake Shore, near Loon Lake, Platte River edge","1986-07-26",44.713519,-86.131267,207,1986
"MICH-V-1355562","1168.062",10,1065.372,0,1078.856,499.069,"Leelanau Co., Michigan, shore of School Lake near boat launch","1986-08-04",44.909849,-85.880561,216,1986
"MICH-V-1355563","1168.062",10,423.266,0,1349.162,893.428,"Leelanau Co., Michigan, along M109 just north of Glen Lake beach","1986-08-04",44.881933,-86.037588,216,1986
"MICH-V-1433774","1170.015",10,1023.187,0,1033.932,0,"Scott Co., Illinois, 2mi N of Bluffs along IL 100","1986-07-17",39.783306,-90.522416,198,1986
"MICH-V-1433784","1166.027",10,1090.447,0,460.786,185.149,"Cook Co., Minnesota, Pigeon River Crossing, 0.5km S of Canadian border on E side Hwy 61","1986-09-05",47.994059,-89.587343,248,1986
"MT00007141","1230.002",10,608.74,0,1476.757,851.904,"45.645269 -73.488036","1986-07-15",45.645269,-73.488036,196,1986
"MT00007146","1228",10,1138.361,0,867.419,686.291,"45.5666667 -73.85","1986-08-28",45.566667,-73.85,240,1986
"931086205","433.33",5,822.47,0,121.66,52.04,NA,NA,44.71,-77.68,245,1986
"941140","628.003",5,2747.855,0,1269.399,325.112,NA,NA,47.33518,-116.888509,231,1986
"1721453","628.003",5,405.255,0,515.532,216.083,NA,NA,45.084411,-92.910491,231,1986
"TENN-V-0155037","1324.219",10,1752.387,0,1240.293,316.636,"Tenn: Scott County: Hwy 297, 1.4 miles west of Big South Fork Cumberland River","1986-06-28",36.454884,-84.656578,179,1986
"NYBG-00365795","1218.126",10,0,0,1358.823,1236.109,"Texas: Randall: Canyon","1986-09-05",35.001781,-101.91376,248,1986
"NYBG-00366262","1220.009",10,0,0,1000.223,147.666,"Kentucky: Boyd: Catlettsburg","1986-08-13",38.426124,-82.600465,225,1986
"NYBG-00366274","1222.237",10,974.428,0,1594.127,380.002,"NY: Suffolk: Southold","1986-07-12",41.060191,-72.419702,193,1986
"UWSP098922_lg","1",1,608.93,0,611.223,0,"Wisconsin: Oneida","1986-08-30",45.64443,-89.38238,242,1986
"UWSP102000_lg","1",1,335.238,0,473.923,109.923,"Wisconsin: Lincoln: along Wisconsin River","1986-09-07",45.17051918,-89.66233401,250,1986
"UWSP100293_lg","1",1,724.348,0,754.393,152.089,"Wisconsin: Winnebago: T18N R16E sec33","1986-08-24",43.98906731,-88.59295065,236,1986
"UWSP100295_lg","1",1,963.223,0,543.078,187.286,"Wisconsin: Marathon: T26N R07E sec21","1986-09-18",44.72108068,-89.67948416,261,1986
"UWSP100296_lg","1",1,2580.009,0,0,0,"Wisconsin: Winnebago: T20N R15E sec17","1986-08-24",44.20573566,-88.73503052,236,1986
"UWSP100262_lg","1",1,2460.034,0,0,0,"Wisconsin: Waupaca: along Hwy 54, T22N R13E sec03","1986-08-24",44.40970897,-88.91072109,236,1986
"UWSP100268_lg","1",1,2815.023,0,0,0,"Wisconsin: Marathon: along Hwy 51, T28N R07E sec26","1986-09-18",44.88005227,-89.63988709,261,1986
"UWSP100290_lg","1",1,0,0,809.888,72,"Wisconsin: Winnebago: along Hwy 110, T20N R14E sec03","1986-08-24",44.23106217,-88.82121022,236,1986
"UWSP100291_lg","1",1,2214.228,0,0,0,"Wisconsin: Waupaca: along Hwy 54, T22N R13E sec17","1986-08-24",44.38075015,-88.95151057,236,1986
"UWSP100292_lg","1",1,0,0,819.912,196.334,"Wisconsin: Fond du Lac, near US Hwy 41, T14N R17E sec10","1986-08-24",43.69706867,-88.45186222,236,1986
"UWSP101124_lg","1",1,1644.311,0,420.349,159.238,"Wisconsin: Marathon: McMillan Wildlife Area, T26N R03E sec18","1986-09-20",44.73408841,-90.19290824,263,1986
"HCHM07016","1003.002",10,2225.733,0,182.528,203.934,"Allegan Co., Biological STn, roadside creek area, Michigan, T4N R16W Sec9","1987-09-05",42.750571,-86.198433,248,1987
"ILLS00071254","881.014",10,1093.881,0,646.971,477.045,"Franklin Co, Illinois, edge of county road, north of Freeman's Spur in Franklin County","1987-07-15",37.866391,-89.001411,196,1987
"ILLS00071249","1168.007",10,1516.466,0,0,951.244,"Clark Co., Illinois, 1.5mi SSE of Hatton","1987-07-22",39.267551,-87.66184,203,1987
"ILLS00071252","1168.027",10,1221.414,0,662.261,447.631,"Douglas Co., Illinois, west side of I57, 215 mile marker","1987-07-18",39.840354,-88.269036,199,1987
"1144998","1169.043",10,829.77,0,316.665,886.523,"45* 26'42""N 93* 39'20""W","1987-07-18",45.449766,-93.652673,199,1987
"1145008","1166.015",10,2357.169,0,927.602,1205.515,"45*11'16""N 92*55'15""W, Washington Co., Minnesota","1987-08-04",45.187778,-92.920833,216,1987
"1144997","1169.062",10,1112.243,0,982.782,526.179,"Washington Co., Oakdate, 2mi  S of hwy 36 on hwy 120, ","1987-07-14",44.996741,-92.980446,195,1987
"1144959","1170.015",10,1671.034,0,636.239,621.523,"44*47'12""N 93*00'54""W, Washington Co., Minnesota","1987-07-31",44.786667,-93.015,212,1987
"1144994","1168.043",10,430.132,0,652.942,850.085,"Washington Co., Minnesota, 12mi NW of Marine on St. Croix","1987-08-04",45.223315,-92.968549,216,1987
"1144995","1170.015",10,1912.205,0,1298.155,777.246,"45*12'20""N 92*56'23""W, Washington Co., Minnesota","1987-07-10",45.205556,-92.939722,191,1987
"MU-V-000195951","1162.759",10,0,0,463.42,657.266,"Scioto Co., Ohio, cement beach along the Ohio River west of the Rt. 23 bridge, Portsmouth","1987-08-12",38.730421,-83.000124,224,1987
"MSC0147384","1174.334",10,645.79,0,772.64,0,"Oakland Co., Michigan, I696 construction in Southfield and Lathrup","1987-07-21",42.48524,-83.234444,202,1987
"0036831MOR","1222",10,2036.65,0,215.556,290.02,"Indiana, Jasper, In a ditch. At corner of 200 E. and 900 N.","1987-08-03",41.136725,-87.113969,215,1987
"OS174683","1274.353",10,4063.401,0,0,226.991,"39.08333 -81.77750 Meigs Co., Ohio","1987-08-27",39.08333,-81.7775,239,1987
"BHO-V-0001923","1212.007",10,2909.272,0,1584.975,1178.022,"Washington Co., Ohio, mudflat along Ohio shore of Ohio River, NE of mouth of Davis Run, Independence Twp","1987-06-18",39.430679,-81.187374,169,1987
"BHO-V-0001925","1208.026",10,3534.991,0,217.25,143.425,"Athens Co., Ohio, Dover Twp, south side of SR 550 0.2mi W of jct. with C-34","1987-08-17",39.397417,-82.054537,229,1987
"MICH-V-1355564","1168.084",10,1508.223,0,1108.522,635.226,"Lenawwee Co., Woodstock Twp, along old railroad in marsh e of Cement City Hwy, T5S R1E S4","1987-07-18",42.059174,-84.324831,199,1987
"MICH-V-1433786","1166.007",10,1442.112,0,1218.65,359.778,"Elgin Co., Ontario, Dunwich Tp, Dutton Swamp, 5km Sw of Dutton Post Office","1987-07-30",42.663463,-81.502019,211,1987
"USC0015482","1334.001",10,1985.977,0,959.75,118.929,"edge of highway leading S from I84, 3mi S of 84 at outskirts of Carmel, Putnam CO., New York","1987-08-07",41.437764,-73.679896,219,1987
"USC0015481","1330.002",10,642.918,0,1099.74,606.121,"edge of highway leading S from I84, 3mi S of 84 at outskirts of Carmel, Putnam CO., New York","1987-08-07",41.437764,-73.679896,219,1987
"v00478828WIS","458.017",10,0,0,311.964,139.623,"Marinette County, Wisconsin, just SW of Peshtigo","1987-06-20",45.043994,-87.747524,171,1987
"WTU-V-022164","1248.004",10,3269.745,0,627.489,406.016,"Ada County, Idaho, Boise, Julia Davis Park along Boise River","1987-08-24",43.605887,-116.202495,236,1987
"365680","1888.004",10,1244.406,0,529.366,1409.756,"Gem County, Idaho, 6 miles W of Emmett on Hwy #32, T6N R2W Sec.9","1987-06-16",43.872566,-116.624503,167,1987
"MT00007147","1230.002",10,2736,0,907.203,1010.306,"46.1666667 -73.9166667","1987-07-18",46.166667,-73.9166667,199,1987
"919011616","612.07",5,6015.94,0,0,0,NA,NA,41.46,-71.67,222,1987
"941120","626.013",5,0,0,1539.087,586.008,NA,NA,44.889688,-92.85771,200,1987
"2007186","624.029",5,0,0,1521.196,848.487,NA,NA,47.508263,-115.867938,171,1987
"2211041","624.013",5,0,0,995.998,836.845,NA,NA,47.671374,-114.133924,170,1987
"2315166","613.029",5,0,0,1578.934,0,NA,NA,42.518394,-123.420283,231,1987
"2315176","611.013",5,223.893,0,1024.078,808.326,NA,NA,45.533069,-122.947532,200,1987
"2370837","626.013",5,0,0,1341.383,837.448,NA,NA,47.508263,-115.867938,171,1987
"CONN00003858","2352.031",10,3478.065,0,1586.205,1152.157,"","1987-08-01",41.843333,-72.106667,213,1987
"CONN00003807","2364.003",10,1150.807,0,855.102,724.63,"Conn: Hartford County: Bloomfield","1987-08-06",41.844167,-72.741944,218,1987
"CONN00003851","2352.003",10,0,0,1492.15,0,"Conn: New London County: Stonington: Dennison-Pequotsepos Nature Center","1987-06-30",41.365,-71.9072222,181,1987
"CONN00003846","2352.054",10,654.133,0,951.714,0,"Conn: New London County: North Stonington","1987-06-23",41.272175,-71.491719,174,1987
"CONN00003845","2360.004",10,0,0,1981.253,307.364,"Conn: New London County: North Tonington","1987-08-14",41.408611,-71.843056,226,1987
"CONN00003883","2364.014",10,7764.209,0,1484.377,308.946,"Mass: Middlesex County: Natick","1987-07-30",42.283333,-71.366667,211,1987
"UVMVT126351","1228.004",10,0,0,1184.283,692.898,"Rhode Island: Washington County: Chapman Pond","1987-08-10",41.35984,-71.80749,222,1987
"NYBG-00365762","1216.287",10,2601.23,0,461.239,0,"Rhose Island: Washington: Chapman Pond","1987-08-10",41.382303,-71.795091,222,1987
"UWSP104012_lg","1",1,432.298,0,513.12,224.999,"Wisconsin: Wood: Sandhill Wildlife Demonstration Area","1987-06-20",44.31429526,-90.13114866,171,1987
"UWSP103366_lg","1",1,1653.239,0,530.029,213.953,"Wisconsin: Portage: W bank of Wisconsin River along West River, T23N R08E sec08","1987-08-26",44.48823582,-89.57672493,238,1987
"UWSP103431_lg","1",1,2000.039,0,780.239,252.012,"Wisconsin: Marathon: T27N R07E sec17","1987-08-26",44.8203331,-89.70305766,238,1987
"UWSP103657_lg","1",1,3034.212,0,0,0,"Wisconsin: Winnebago: T19N R17E sec07","1987-10-11",44.13033341,-88.51845839,284,1987
"UWSP059787_lg","1",1,0,0,1609.12,592.019,"Wisconsin: Milwaukee: Intersection of College Ay. And Root River Parkway","1987-07-28",42.93046,-88.029141,209,1987
"UWSP102371_lg","1",1,397.35,0,485.23,377.109,"Wisconsin: Outagamie","1987-07-28",44.30868941,-88.72811695,209,1987
"UWSP102677_lg","1",1,0,0,254.349,292.109,"Wisconsin: Marathon: Mead Wildflie Area","1987-07-09",44.71191896,-89.86275513,190,1987
"DSC105769","1050.069",10,0,0,695.269,814.821,"Mississippi Grenada Co., 6.5mi SE of Grenada, T22N R6E S33","1987-06-19",33.694714,-89.742341,170,1987
"v0047828WIS","1172.084",10,0,0,882.21,325.576,"Marinette Co., Wisconsin, T30N R22E S19","1987-06-20",45.072577,-87.611935,171,1987
"CALVIN002221_51","517.015",5,1481.853,0,0,0,"Calvin College campus; south edge of baseball field pond, Kent Co., MI","1988-10-20",42.936161,-85.592174,294,1988
"HCHM07010","1000.008",10,1708.724,0,159.487,263.907,"Ottowa Co., T14N R16W, Sec. 33, Field Station","1988-09-29",43.563246,-86.228138,273,1988
"ILLS00071023","1167.062",10,0,0,930.686,763.486,"Lake County, Illinois, along Illinois S3 along Indian Creek about 1400 feet south of Route 45","1988-07-27",42.236545,-87.993001,209,1988
"MU-V-000195949","1160.622",10,1786.643,0,874.582,376.732,"Washington Co., Ohio, Muskingum River directly N of rivermouth and S of putnam St bridge, Marietta","1988-07-24",39.417997,-81.463298,206,1988
"BHO-V-0001924","1214.026",10,5007.285,0,561.545,124.025,"Washington Co., Ohio, Newport Twp, N of SR 7 along E bank of embayment of Danas Run","1988-08-26",39.392565,-81.236462,239,1988
"v0047836WIS","1179.051",10,0,0,814.601,552.785,"Monroe Co., Wisconsin, Dalton ave 0.25mi E Hwy 71, see map,m T16N, R3W, Sec 4","1988-08-05",43.894639,-90.744425,218,1988
"v0056080WIS","1176.109",10,2547.549,0,450.396,598.907,"Waukesha Co., Wisconsin, Muskego Park Hardwoods State Natural Area, T5N R20E E1/2 NW1/4 Sec. 17","1988-08-23",42.897534,-88.165488,236,1988
"v0047772WIS","1178.051",10,3317.023,0,0,0,"Bayfield Co., Wisconsin, T49N R5W sec 9, Sioux River Slough","1988-09-17",46.7333,-90.877979,261,1988
"UWM0012396","613.052",10,1744.2,0,0,0,"Washington Co., Wisconsin, Wallace Lake, T11n R19-20E, sec 1-6","1988-10-10",43.449764,-88.164604,284,1988
"UWM0012397","613.029",10,0,0,263.069,283.568,"Washington Co., Wisconsin, Wallace Lake, T11n R19-20E, sec 1,6, southwest bank of lake, 100m W of Corky Meier's","1988-07-18",43.449307,-88.164379,200,1988
"2058977","1893",10,2283.065,0,1324.558,268.663,"Washington County, Ohio, Muskingum River N of rivermouth and S. of Putnam St. bridge, city of Marietta","1988-07-24",39.409377,-81.457777,206,1988
"MT00007148","1230.002",10,1185.902,0,601.664,157.429,"46.0945 -73.1729","1988-07-27",46.0945,-73.1729,209,1988
"MT00007149","1232.015",10,894.005,0,390.058,360.827,"46.4666667 -72.4","1988-09-04",46.466667,-72.4,248,1988
"MT00007150","1232",10,1234.308,0,822.149,309.974,"45.28 -74.13","1988-09-17",45.28,-74.13,261,1988
"465766072","145",5,355.2,0,464.57,119.47,NA,NA,46.099917,-60.754676,247,1988
"465766074","145.33",5,0,0,250.02,60.67,NA,NA,46.209675,-60.613043,247,1988
"2370838","626.013",5,0,0,1141.241,337.01,NA,NA,45.084411,-92.910491,200,1988
"CONN00003816","2368.054",10,948.79,0,2416.578,1979.625,"Conn: Hartford Co., Glastonbury","1988-06-25",41.686944,-72.545278,177,1988
"CONN00183631","2348",10,0,0,2538.462,1808.801,"Conn: Hartford County: Einfield","1988-06-29",41.976111,-72.558333,181,1988
"CONN00189858","2350.172",10,0,0,2147.453,1409.267,"Conn: Hartford County: East Granb","1988-07-07",41.94111,-72.727222,189,1988
"CONN00185702","2365.099",10,0,0,2907.736,1264.234,"Conn: Hartford County: East Granby: Sperry's Field","1988-08-01",41.941111,-72.727222,214,1988
"CONN00003805","2356.122",10,769.305,0,1054.093,1567.839,"Conn: Fairfield County: Redding"" Lonetown Marsh","1988-07-30",41.3219997,-73.381389,212,1988
"NHA-726684","1608.009",10,0,0,2154.088,478.835,"Mass: Essex","1988-07-02",42.79442,-70.96878,184,1988
"NHA-726685","1604.125",10,611.283,0,1554.839,224.099,"Mass: Berkshire","1988-09-03",42.68476,-73.22833,247,1988
"NYBG-00365714","1218.002",10,1119.734,0,557.232,205.341,"Penn: Juniata: Delaware Creek, Thompsontown","1988-09-19",40.563153,-77.236033,263,1988
"GMUF-0028726","437.01",10,670.933,0,0,96.133,"between R.55 and Broad Run; in Thoroughfare Gap of the Bull Run Mountains, just N. of county line, and 0.1mi, E of Broad Run Post Ofice, Price William County, Virginia","1989-07-30",38.823297,-77.708167,211,1989
"GMUF-0028719","435.018",10,191.895,0,125.954,93.459,"along railroad, Jct. of res.674 and 678 in Elkwood, Culpeper County, Virginia","1989-08-19",38.5125,-77.854676,231,1989
"GMUF-0028718","1395.052",10,1313.698,0,0,0,"along railroad, Jct. of res.674 and 678 in Elkwood, Culpeper County, Virginia","1989-08-19",38.5125,-77.854676,231,1989
